line_item_usage_start_date,line_item_usage_end_date,line_item_product_code,line_item_usage_type,line_item_unblended_cost,resource_tags_user_team,resource_tags_user_env,product_region,line_item_usage_account_id
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon EKS,Hrs,63.9451,platform,production,us-west-2,aws-platform-production
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon EKS,Hrs,60.4178,platform,staging,us-west-2,aws-platform-staging
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon EKS,Hrs,58.5648,platform,development,us-west-2,aws-platform-development
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon EKS,Hrs,60.4405,data-eng,production,eu-west-1,aws-data-eng-production
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon EKS,Hrs,50.4597,data-eng,staging,us-west-2,aws-data-eng-staging
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon EKS,Hrs,58.9456,data-eng,development,us-east-1,aws-data-eng-development
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon EKS,Hrs,61.7141,ml-team,production,us-west-2,aws-ml-team-production
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon EKS,Hrs,67.0939,ml-team,staging,us-west-2,aws-ml-team-staging
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon EKS,Hrs,57.5123,ml-team,development,us-east-1,aws-ml-team-development
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon EKS,Hrs,56.1192,frontend,production,eu-west-1,aws-frontend-production
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon EKS,Hrs,57.5916,frontend,staging,us-west-2,aws-frontend-staging
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon EKS,Hrs,64.3939,frontend,development,eu-west-1,aws-frontend-development
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon EKS,Hrs,61.578,backend,production,eu-west-1,aws-backend-production
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon EKS,Hrs,57.4572,backend,staging,eu-west-1,aws-backend-staging
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon EKS,Hrs,62.4637,backend,development,us-east-1,aws-backend-development
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,AWS Data Transfer,GB,30.233,platform,production,eu-west-1,aws-platform-production
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,AWS Data Transfer,GB,32.3247,platform,staging,eu-west-1,aws-platform-staging
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,AWS Data Transfer,GB,28.3151,platform,development,us-east-1,aws-platform-development
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,AWS Data Transfer,GB,29.2136,data-eng,production,eu-west-1,aws-data-eng-production
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,AWS Data Transfer,GB,29.0589,data-eng,staging,eu-west-1,aws-data-eng-staging
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,AWS Data Transfer,GB,26.4876,data-eng,development,us-east-1,aws-data-eng-development
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,AWS Data Transfer,GB,30.7107,ml-team,production,us-east-1,aws-ml-team-production
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,AWS Data Transfer,GB,30.6265,ml-team,staging,us-west-2,aws-ml-team-staging
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,AWS Data Transfer,GB,30.0123,ml-team,development,us-west-2,aws-ml-team-development
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,AWS Data Transfer,GB,29.437,frontend,production,us-west-2,aws-frontend-production
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,AWS Data Transfer,GB,26.6031,frontend,staging,eu-west-1,aws-frontend-staging
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,AWS Data Transfer,GB,28.9905,frontend,development,eu-west-1,aws-frontend-development
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,AWS Data Transfer,GB,29.1775,backend,production,eu-west-1,aws-backend-production
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,AWS Data Transfer,GB,28.0745,backend,staging,us-east-1,aws-backend-staging
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,AWS Data Transfer,GB,29.6129,backend,development,eu-west-1,aws-backend-development
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon DynamoDB,RCU,21.3347,platform,production,us-west-2,aws-platform-production
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon DynamoDB,RCU,23.7852,platform,staging,us-east-1,aws-platform-staging
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon DynamoDB,RCU,20.9553,platform,development,us-east-1,aws-platform-development
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon DynamoDB,RCU,21.0925,data-eng,production,us-east-1,aws-data-eng-production
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon DynamoDB,RCU,20.5436,data-eng,staging,us-west-2,aws-data-eng-staging
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon DynamoDB,RCU,17.4943,data-eng,development,us-west-2,aws-data-eng-development
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon DynamoDB,RCU,20.6228,ml-team,production,us-west-2,aws-ml-team-production
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon DynamoDB,RCU,20.7662,ml-team,staging,us-east-1,aws-ml-team-staging
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon DynamoDB,RCU,24.7392,ml-team,development,us-east-1,aws-ml-team-development
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon DynamoDB,RCU,20.3486,frontend,production,eu-west-1,aws-frontend-production
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon DynamoDB,RCU,21.1652,frontend,staging,eu-west-1,aws-frontend-staging
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon DynamoDB,RCU,20.6093,frontend,development,us-west-2,aws-frontend-development
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon DynamoDB,RCU,18.7345,backend,production,us-east-1,aws-backend-production
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon DynamoDB,RCU,22.5561,backend,staging,eu-west-1,aws-backend-staging
2025-10-16T22:01:54Z,2025-10-17T22:01:54Z,Amazon DynamoDB,RCU,21.9099,backend,development,us-west-2,aws-backend-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EC2,Hrs,297.9176,platform,production,us-west-2,aws-platform-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EC2,Hrs,259.8028,platform,staging,eu-west-1,aws-platform-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EC2,Hrs,311.6302,platform,development,us-west-2,aws-platform-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EC2,Hrs,248.7643,data-eng,production,us-east-1,aws-data-eng-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EC2,Hrs,293.341,data-eng,staging,us-west-2,aws-data-eng-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EC2,Hrs,329.2856,data-eng,development,us-east-1,aws-data-eng-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EC2,Hrs,257.9839,ml-team,production,us-east-1,aws-ml-team-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EC2,Hrs,267.4931,ml-team,staging,eu-west-1,aws-ml-team-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EC2,Hrs,282.4203,ml-team,development,eu-west-1,aws-ml-team-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EC2,Hrs,268.9013,frontend,production,eu-west-1,aws-frontend-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EC2,Hrs,245.4286,frontend,staging,us-west-2,aws-frontend-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EC2,Hrs,281.7235,frontend,development,eu-west-1,aws-frontend-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EC2,Hrs,256.3752,backend,production,eu-west-1,aws-backend-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EC2,Hrs,290.8022,backend,staging,us-west-2,aws-backend-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EC2,Hrs,259.5778,backend,development,eu-west-1,aws-backend-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon S3,GB-Mo,61.486,platform,production,us-west-2,aws-platform-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon S3,GB-Mo,51.2754,platform,staging,us-west-2,aws-platform-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon S3,GB-Mo,53.2937,platform,development,us-east-1,aws-platform-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon S3,GB-Mo,58.2633,data-eng,production,us-east-1,aws-data-eng-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon S3,GB-Mo,49.3165,data-eng,staging,eu-west-1,aws-data-eng-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon S3,GB-Mo,55.6985,data-eng,development,us-west-2,aws-data-eng-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon S3,GB-Mo,60.4235,ml-team,production,us-east-1,aws-ml-team-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon S3,GB-Mo,47.6684,ml-team,staging,us-east-1,aws-ml-team-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon S3,GB-Mo,55.5111,ml-team,development,us-east-1,aws-ml-team-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon S3,GB-Mo,55.8404,frontend,production,us-east-1,aws-frontend-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon S3,GB-Mo,58.1246,frontend,staging,eu-west-1,aws-frontend-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon S3,GB-Mo,49.2899,frontend,development,us-east-1,aws-frontend-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon S3,GB-Mo,48.9245,backend,production,eu-west-1,aws-backend-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon S3,GB-Mo,56.9873,backend,staging,us-west-2,aws-backend-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon S3,GB-Mo,56.0028,backend,development,eu-west-1,aws-backend-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon RDS,Hrs,102.0719,platform,production,us-east-1,aws-platform-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon RDS,Hrs,102.8401,platform,staging,us-west-2,aws-platform-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon RDS,Hrs,94.6228,platform,development,us-west-2,aws-platform-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon RDS,Hrs,101.9259,data-eng,production,eu-west-1,aws-data-eng-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon RDS,Hrs,102.4128,data-eng,staging,us-west-2,aws-data-eng-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon RDS,Hrs,94.348,data-eng,development,eu-west-1,aws-data-eng-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon RDS,Hrs,115.0028,ml-team,production,us-west-2,aws-ml-team-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon RDS,Hrs,103.8599,ml-team,staging,eu-west-1,aws-ml-team-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon RDS,Hrs,90.5299,ml-team,development,us-east-1,aws-ml-team-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon RDS,Hrs,105.3226,frontend,production,eu-west-1,aws-frontend-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon RDS,Hrs,92.264,frontend,staging,eu-west-1,aws-frontend-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon RDS,Hrs,106.3675,frontend,development,us-east-1,aws-frontend-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon RDS,Hrs,109.3416,backend,production,eu-west-1,aws-backend-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon RDS,Hrs,93.4968,backend,staging,eu-west-1,aws-backend-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon RDS,Hrs,107.7788,backend,development,us-west-2,aws-backend-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,AWS Lambda,Requests,23.4308,platform,production,eu-west-1,aws-platform-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,AWS Lambda,Requests,24.1734,platform,staging,us-west-2,aws-platform-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,AWS Lambda,Requests,26.1236,platform,development,us-east-1,aws-platform-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,AWS Lambda,Requests,22.2365,data-eng,production,us-west-2,aws-data-eng-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,AWS Lambda,Requests,21.3141,data-eng,staging,us-west-2,aws-data-eng-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,AWS Lambda,Requests,21.0677,data-eng,development,us-east-1,aws-data-eng-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,AWS Lambda,Requests,21.2015,ml-team,production,us-west-2,aws-ml-team-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,AWS Lambda,Requests,22.5419,ml-team,staging,us-east-1,aws-ml-team-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,AWS Lambda,Requests,23.3008,ml-team,development,eu-west-1,aws-ml-team-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,AWS Lambda,Requests,23.1838,frontend,production,eu-west-1,aws-frontend-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,AWS Lambda,Requests,24.1827,frontend,staging,us-west-2,aws-frontend-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,AWS Lambda,Requests,22.7054,frontend,development,eu-west-1,aws-frontend-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,AWS Lambda,Requests,25.3193,backend,production,us-east-1,aws-backend-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,AWS Lambda,Requests,22.2015,backend,staging,eu-west-1,aws-backend-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,AWS Lambda,Requests,27.6176,backend,development,us-east-1,aws-backend-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon CloudFront,GB,19.6141,platform,production,eu-west-1,aws-platform-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon CloudFront,GB,17.3982,platform,staging,us-west-2,aws-platform-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon CloudFront,GB,17.0788,platform,development,eu-west-1,aws-platform-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon CloudFront,GB,19.4001,data-eng,production,eu-west-1,aws-data-eng-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon CloudFront,GB,18.3452,data-eng,staging,eu-west-1,aws-data-eng-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon CloudFront,GB,19.7461,data-eng,development,us-east-1,aws-data-eng-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon CloudFront,GB,19.3863,ml-team,production,us-east-1,aws-ml-team-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon CloudFront,GB,18.5703,ml-team,staging,us-west-2,aws-ml-team-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon CloudFront,GB,17.4137,ml-team,development,us-east-1,aws-ml-team-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon CloudFront,GB,16.4154,frontend,production,eu-west-1,aws-frontend-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon CloudFront,GB,18.0119,frontend,staging,eu-west-1,aws-frontend-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon CloudFront,GB,19.9589,frontend,development,us-east-1,aws-frontend-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon CloudFront,GB,18.999,backend,production,eu-west-1,aws-backend-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon CloudFront,GB,16.8176,backend,staging,us-west-2,aws-backend-staging
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon CloudFront,GB,18.9379,backend,development,us-west-2,aws-backend-development
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EKS,Hrs,61.8908,platform,production,us-east-1,aws-platform-production
2025-10-17T22:01:54Z,2025-10-18T22:01:54Z,Amazon EKS,Hrs,55.7947,platform,staging,us-east-1,aws-platform-staging
