usage_start_time,service_description,sku_description,cost,currency,project_id,labels,location_region
2025-10-16 22:01:54 UTC,BigQuery,Analysis,63.7781,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",us-central1
2025-10-16 22:01:54 UTC,BigQuery,Analysis,64.2052,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",us-central1
2025-10-16 22:01:54 UTC,BigQuery,Analysis,63.3524,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",asia-east1
2025-10-16 22:01:54 UTC,BigQuery,Analysis,59.8077,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",us-central1
2025-10-16 22:01:54 UTC,BigQuery,Analysis,65.5176,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",asia-east1
2025-10-16 22:01:54 UTC,BigQuery,Analysis,63.8003,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",us-central1
2025-10-16 22:01:54 UTC,BigQuery,Analysis,63.7894,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",europe-west1
2025-10-16 22:01:54 UTC,BigQuery,Analysis,59.1503,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",asia-east1
2025-10-16 22:01:54 UTC,Cloud Run,CPU Allocation Time,20.1997,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",asia-east1
2025-10-16 22:01:54 UTC,Cloud Run,CPU Allocation Time,18.0505,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",europe-west1
2025-10-16 22:01:54 UTC,Cloud Run,CPU Allocation Time,21.5209,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",us-central1
2025-10-16 22:01:54 UTC,Cloud Run,CPU Allocation Time,17.7374,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",us-central1
2025-10-16 22:01:54 UTC,Cloud Run,CPU Allocation Time,20.3649,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",asia-east1
2025-10-16 22:01:54 UTC,Cloud Run,CPU Allocation Time,16.7509,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",europe-west1
2025-10-16 22:01:54 UTC,Cloud Run,CPU Allocation Time,16.2771,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",europe-west1
2025-10-16 22:01:54 UTC,Cloud Run,CPU Allocation Time,18.5825,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",us-central1
2025-10-16 22:01:54 UTC,Cloud Run,CPU Allocation Time,16.2752,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",us-central1
2025-10-16 22:01:54 UTC,Cloud Run,CPU Allocation Time,20.3209,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",europe-west1
2025-10-16 22:01:54 UTC,Cloud Run,CPU Allocation Time,19.3038,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",us-central1
2025-10-16 22:01:54 UTC,Cloud Run,CPU Allocation Time,21.2294,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",us-central1
2025-10-16 22:01:54 UTC,Cloud Run,CPU Allocation Time,19.1071,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",us-central1
2025-10-16 22:01:54 UTC,Cloud Run,CPU Allocation Time,19.6624,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",europe-west1
2025-10-16 22:01:54 UTC,Cloud Run,CPU Allocation Time,18.9704,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",europe-west1
2025-10-16 22:01:54 UTC,Cloud SQL,DB Custom Core,55.0777,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",europe-west1
2025-10-16 22:01:54 UTC,Cloud SQL,DB Custom Core,56.9962,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",us-central1
2025-10-16 22:01:54 UTC,Cloud SQL,DB Custom Core,53.7224,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",us-central1
2025-10-16 22:01:54 UTC,Cloud SQL,DB Custom Core,60.2577,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",asia-east1
2025-10-16 22:01:54 UTC,Cloud SQL,DB Custom Core,57.4024,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",asia-east1
2025-10-16 22:01:54 UTC,Cloud SQL,DB Custom Core,58.255,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",asia-east1
2025-10-16 22:01:54 UTC,Cloud SQL,DB Custom Core,70.2628,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",us-central1
2025-10-16 22:01:54 UTC,Cloud SQL,DB Custom Core,57.0115,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",europe-west1
2025-10-16 22:01:54 UTC,Cloud SQL,DB Custom Core,59.9552,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",europe-west1
2025-10-16 22:01:54 UTC,Cloud SQL,DB Custom Core,58.4444,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",europe-west1
2025-10-16 22:01:54 UTC,Cloud SQL,DB Custom Core,63.4205,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",us-central1
2025-10-16 22:01:54 UTC,Cloud SQL,DB Custom Core,59.6459,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",us-central1
2025-10-16 22:01:54 UTC,Cloud SQL,DB Custom Core,57.552,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",asia-east1
2025-10-16 22:01:54 UTC,Cloud SQL,DB Custom Core,68.0813,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",us-central1
2025-10-16 22:01:54 UTC,Cloud SQL,DB Custom Core,55.1362,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",us-central1
2025-10-16 22:01:54 UTC,Networking,Network Egress,21.0439,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",us-central1
2025-10-16 22:01:54 UTC,Networking,Network Egress,22.7019,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",asia-east1
2025-10-16 22:01:54 UTC,Networking,Network Egress,20.1116,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",asia-east1
2025-10-16 22:01:54 UTC,Networking,Network Egress,22.4766,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",europe-west1
2025-10-16 22:01:54 UTC,Networking,Network Egress,20.6173,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",asia-east1
2025-10-16 22:01:54 UTC,Networking,Network Egress,22.8315,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",europe-west1
2025-10-16 22:01:54 UTC,Networking,Network Egress,22.7923,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",europe-west1
2025-10-16 22:01:54 UTC,Networking,Network Egress,21.1988,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",europe-west1
2025-10-16 22:01:54 UTC,Networking,Network Egress,19.8393,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",us-central1
2025-10-16 22:01:54 UTC,Networking,Network Egress,20.7487,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",us-central1
2025-10-16 22:01:54 UTC,Networking,Network Egress,21.3112,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",europe-west1
2025-10-16 22:01:54 UTC,Networking,Network Egress,22.6598,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",us-central1
2025-10-16 22:01:54 UTC,Networking,Network Egress,21.8121,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",europe-west1
2025-10-16 22:01:54 UTC,Networking,Network Egress,22.1366,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",us-central1
2025-10-16 22:01:54 UTC,Networking,Network Egress,21.855,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",europe-west1
2025-10-16 22:01:54 UTC,Kubernetes Engine,Cluster Management,50.8433,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",europe-west1
2025-10-16 22:01:54 UTC,Kubernetes Engine,Cluster Management,47.3266,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",us-central1
2025-10-16 22:01:54 UTC,Kubernetes Engine,Cluster Management,48.554,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",us-central1
2025-10-16 22:01:54 UTC,Kubernetes Engine,Cluster Management,48.0953,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",europe-west1
2025-10-16 22:01:54 UTC,Kubernetes Engine,Cluster Management,46.5285,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",europe-west1
2025-10-16 22:01:54 UTC,Kubernetes Engine,Cluster Management,51.3993,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",europe-west1
2025-10-16 22:01:54 UTC,Kubernetes Engine,Cluster Management,51.3286,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",asia-east1
2025-10-16 22:01:54 UTC,Kubernetes Engine,Cluster Management,52.0515,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",europe-west1
2025-10-16 22:01:54 UTC,Kubernetes Engine,Cluster Management,45.434,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",europe-west1
2025-10-16 22:01:54 UTC,Kubernetes Engine,Cluster Management,49.1787,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",asia-east1
2025-10-16 22:01:54 UTC,Kubernetes Engine,Cluster Management,51.6704,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",europe-west1
2025-10-16 22:01:54 UTC,Kubernetes Engine,Cluster Management,53.0497,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",asia-east1
2025-10-16 22:01:54 UTC,Kubernetes Engine,Cluster Management,42.931,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",europe-west1
2025-10-16 22:01:54 UTC,Kubernetes Engine,Cluster Management,47.9903,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",asia-east1
2025-10-16 22:01:54 UTC,Kubernetes Engine,Cluster Management,47.3642,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",asia-east1
2025-10-17 22:01:54 UTC,Compute Engine,N2 Instance Core,259.5072,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",asia-east1
2025-10-17 22:01:54 UTC,Compute Engine,N2 Instance Core,197.3919,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",asia-east1
2025-10-17 22:01:54 UTC,Compute Engine,N2 Instance Core,216.3857,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",asia-east1
2025-10-17 22:01:54 UTC,Compute Engine,N2 Instance Core,256.9278,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",europe-west1
2025-10-17 22:01:54 UTC,Compute Engine,N2 Instance Core,225.8267,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",asia-east1
2025-10-17 22:01:54 UTC,Compute Engine,N2 Instance Core,212.2317,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",europe-west1
2025-10-17 22:01:54 UTC,Compute Engine,N2 Instance Core,258.2192,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",asia-east1
2025-10-17 22:01:54 UTC,Compute Engine,N2 Instance Core,210.101,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",us-central1
2025-10-17 22:01:54 UTC,Compute Engine,N2 Instance Core,250.2099,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",europe-west1
2025-10-17 22:01:54 UTC,Compute Engine,N2 Instance Core,208.0016,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",us-central1
2025-10-17 22:01:54 UTC,Compute Engine,N2 Instance Core,209.9258,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",asia-east1
2025-10-17 22:01:54 UTC,Compute Engine,N2 Instance Core,236.7758,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",us-central1
2025-10-17 22:01:54 UTC,Compute Engine,N2 Instance Core,219.6386,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",europe-west1
2025-10-17 22:01:54 UTC,Compute Engine,N2 Instance Core,237.9558,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",us-central1
2025-10-17 22:01:54 UTC,Compute Engine,N2 Instance Core,262.9594,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",us-central1
2025-10-17 22:01:54 UTC,Cloud Storage,Standard Storage,35.6355,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",us-central1
2025-10-17 22:01:54 UTC,Cloud Storage,Standard Storage,40.1314,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud Storage,Standard Storage,36.8442,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud Storage,Standard Storage,38.437,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",us-central1
2025-10-17 22:01:54 UTC,Cloud Storage,Standard Storage,30.0919,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",us-central1
2025-10-17 22:01:54 UTC,Cloud Storage,Standard Storage,37.6311,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud Storage,Standard Storage,37.2439,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud Storage,Standard Storage,35.1184,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",us-central1
2025-10-17 22:01:54 UTC,Cloud Storage,Standard Storage,40.8066,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",asia-east1
2025-10-17 22:01:54 UTC,Cloud Storage,Standard Storage,34.7826,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud Storage,Standard Storage,31.9691,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud Storage,Standard Storage,37.9984,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",asia-east1
2025-10-17 22:01:54 UTC,Cloud Storage,Standard Storage,32.4361,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud Storage,Standard Storage,36.2195,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",asia-east1
2025-10-17 22:01:54 UTC,Cloud Storage,Standard Storage,39.4053,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",us-central1
2025-10-17 22:01:54 UTC,BigQuery,Analysis,66.2818,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",us-central1
2025-10-17 22:01:54 UTC,BigQuery,Analysis,62.9378,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",us-central1
2025-10-17 22:01:54 UTC,BigQuery,Analysis,62.4727,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",europe-west1
2025-10-17 22:01:54 UTC,BigQuery,Analysis,69.7198,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",asia-east1
2025-10-17 22:01:54 UTC,BigQuery,Analysis,58.5777,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",us-central1
2025-10-17 22:01:54 UTC,BigQuery,Analysis,67.5217,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",us-central1
2025-10-17 22:01:54 UTC,BigQuery,Analysis,73.8815,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",us-central1
2025-10-17 22:01:54 UTC,BigQuery,Analysis,66.4833,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",europe-west1
2025-10-17 22:01:54 UTC,BigQuery,Analysis,62.9798,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",us-central1
2025-10-17 22:01:54 UTC,BigQuery,Analysis,63.3293,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",asia-east1
2025-10-17 22:01:54 UTC,BigQuery,Analysis,61.8933,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",asia-east1
2025-10-17 22:01:54 UTC,BigQuery,Analysis,61.1281,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",europe-west1
2025-10-17 22:01:54 UTC,BigQuery,Analysis,64.575,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",us-central1
2025-10-17 22:01:54 UTC,BigQuery,Analysis,67.0933,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",us-central1
2025-10-17 22:01:54 UTC,BigQuery,Analysis,71.2685,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud Run,CPU Allocation Time,16.6977,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",asia-east1
2025-10-17 22:01:54 UTC,Cloud Run,CPU Allocation Time,16.0442,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",us-central1
2025-10-17 22:01:54 UTC,Cloud Run,CPU Allocation Time,21.5552,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",us-central1
2025-10-17 22:01:54 UTC,Cloud Run,CPU Allocation Time,19.4249,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",us-central1
2025-10-17 22:01:54 UTC,Cloud Run,CPU Allocation Time,19.4958,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud Run,CPU Allocation Time,20.0264,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud Run,CPU Allocation Time,19.0944,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud Run,CPU Allocation Time,22.0225,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",us-central1
2025-10-17 22:01:54 UTC,Cloud Run,CPU Allocation Time,20.0136,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud Run,CPU Allocation Time,18.7413,USD,gcp-frontend-production,"{""team"": ""frontend"", ""env"": ""production""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud Run,CPU Allocation Time,18.8624,USD,gcp-frontend-staging,"{""team"": ""frontend"", ""env"": ""staging""}",asia-east1
2025-10-17 22:01:54 UTC,Cloud Run,CPU Allocation Time,19.1531,USD,gcp-frontend-development,"{""team"": ""frontend"", ""env"": ""development""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud Run,CPU Allocation Time,18.2951,USD,gcp-backend-production,"{""team"": ""backend"", ""env"": ""production""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud Run,CPU Allocation Time,21.6356,USD,gcp-backend-staging,"{""team"": ""backend"", ""env"": ""staging""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud Run,CPU Allocation Time,19.5154,USD,gcp-backend-development,"{""team"": ""backend"", ""env"": ""development""}",us-central1
2025-10-17 22:01:54 UTC,Cloud SQL,DB Custom Core,53.8993,USD,gcp-platform-production,"{""team"": ""platform"", ""env"": ""production""}",us-central1
2025-10-17 22:01:54 UTC,Cloud SQL,DB Custom Core,60.3749,USD,gcp-platform-staging,"{""team"": ""platform"", ""env"": ""staging""}",us-central1
2025-10-17 22:01:54 UTC,Cloud SQL,DB Custom Core,64.6237,USD,gcp-platform-development,"{""team"": ""platform"", ""env"": ""development""}",asia-east1
2025-10-17 22:01:54 UTC,Cloud SQL,DB Custom Core,63.0693,USD,gcp-data-eng-production,"{""team"": ""data-eng"", ""env"": ""production""}",asia-east1
2025-10-17 22:01:54 UTC,Cloud SQL,DB Custom Core,55.5871,USD,gcp-data-eng-staging,"{""team"": ""data-eng"", ""env"": ""staging""}",asia-east1
2025-10-17 22:01:54 UTC,Cloud SQL,DB Custom Core,54.1518,USD,gcp-data-eng-development,"{""team"": ""data-eng"", ""env"": ""development""}",europe-west1
2025-10-17 22:01:54 UTC,Cloud SQL,DB Custom Core,64.5755,USD,gcp-ml-team-production,"{""team"": ""ml-team"", ""env"": ""production""}",asia-east1
2025-10-17 22:01:54 UTC,Cloud SQL,DB Custom Core,52.0343,USD,gcp-ml-team-staging,"{""team"": ""ml-team"", ""env"": ""staging""}",asia-east1
2025-10-17 22:01:54 UTC,Cloud SQL,DB Custom Core,60.234,USD,gcp-ml-team-development,"{""team"": ""ml-team"", ""env"": ""development""}",asia-east1
